mean_distance_a,relevance_score,hallucination_index,vector_distances,vector_scores,bm25_scores,vector_reranked_scores,bm25_reranked_scores
157.585,53.0,30.0,"[115.167, 139.572, 147.08, 168.809, 168.887, 171.131, 174.623, 175.414]","[0.666, 0.586, 0.561, 0.49, 0.489, 0.482, 0.471, 0.468]","[4.398, 1.076]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
237.773,26.0,48.0,"[161.868, 181.395, 232.378, 233.636, 244.077, 264.837, 272.519, 311.472]","[0.512, 0.448, 0.281, 0.277, 0.242, 0.174, 0.149, 0.021]","[4.099, 0.821, 0.36]","[['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
98.608,72.0,8.0,"[41.654, 65.783, 80.478, 88.381, 94.466, 114.086, 114.284, 119.448, 133.014, 134.482]","[0.907, 0.828, 0.78, 0.754, 0.734, 0.669, 0.669, 0.652, 0.607, 0.602]","[2.576, 2.098, 0.28]","[['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
150.875,55.0,25.0,"[119.179, 164.406, 169.039]","[0.653, 0.504, 0.489]","[1.403, 1.046]","[['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
186.753,43.0,38.0,"[122.105, 171.535, 186.561, 190.792, 194.885, 211.453, 229.941]","[0.643, 0.481, 0.431, 0.417, 0.404, 0.35, 0.289]","[]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[]"
127.806,62.0,12.0,"[100.767, 110.761, 114.615, 116.008, 116.848, 135.058, 140.024, 152.942, 163.227]","[0.713, 0.68, 0.668, 0.663, 0.66, 0.601, 0.584, 0.542, 0.508]","[2.356, 1.404, 1.317]","[['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
200.402,39.0,43.0,"[140.798, 179.647, 187.414, 190.861, 197.88, 203.243, 204.67, 209.132, 219.627, 219.652, 224.113, 227.787]","[0.582, 0.454, 0.429, 0.417, 0.394, 0.377, 0.372, 0.357, 0.323, 0.323, 0.308, 0.296]","[1.942, 0.986, 0.917]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
149.132,55.0,18.0,"[104.473, 123.427, 142.05, 143.691, 146.221, 153.378, 158.753, 166.355, 168.712, 184.263]","[0.701, 0.639, 0.578, 0.572, 0.564, 0.54, 0.523, 0.498, 0.49, 0.439]","[2.438, 0.729]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
96.43,73.0,20.0,"[63.219, 78.455, 81.325, 83.807, 84.399, 89.816, 100.883, 110.302, 114.489, 115.607, 116.059, 118.799]","[0.837, 0.787, 0.777, 0.769, 0.767, 0.749, 0.713, 0.682, 0.668, 0.664, 0.663, 0.654]","[1.893, 1.797]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral']]","[['contradiction'], ['neutral']]"
243.361,24.0,67.0,"[185.731, 210.982, 230.44, 235.637, 239.726, 251.821, 252.766, 268.055, 275.454, 282.995]","[0.434, 0.351, 0.287, 0.27, 0.257, 0.217, 0.214, 0.164, 0.139, 0.114]","[0.356, 0.072]","[['neutral'], ['neutral'], ['entailment'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
217.168,33.0,57.0,"[146.126, 164.093, 190.63, 207.339, 230.63, 258.974, 322.384]","[0.564, 0.505, 0.418, 0.363, 0.287, 0.193, -0.015]","[1.312]","[['neutral'], ['entailment'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral']]"
190.593,42.0,52.0,"[130.646, 169.125, 169.929, 179.164, 179.364, 187.343, 189.079, 205.28, 207.358, 229.318, 249.922]","[0.615, 0.489, 0.486, 0.456, 0.455, 0.429, 0.423, 0.37, 0.363, 0.291, 0.223]","[4.354, 1.011, 0.165]","[['neutral'], ['contradiction'], ['entailment'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['entailment']]","[['neutral'], ['entailment'], ['neutral']]"
116.626,66.0,17.0,"[67.895, 72.737, 83.867, 101.601, 109.79, 112.306, 112.616, 125.79, 127.54, 132.363, 139.194, 140.072, 151.323, 155.674]","[0.821, 0.805, 0.769, 0.71, 0.684, 0.675, 0.674, 0.631, 0.625, 0.609, 0.587, 0.584, 0.547, 0.533]","[3.29, 0.867, 0.686]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
231.697,28.0,95.0,"[194.213, 201.092, 211.652, 258.604, 292.926]","[0.406, 0.384, 0.349, 0.195, 0.082]","[2.597, 1.592, 0.805]","[['neutral'], ['contradiction'], ['neutral'], ['contradiction'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
188.537,42.0,39.0,"[151.064, 155.143, 175.539, 197.233, 203.833, 248.407]","[0.548, 0.535, 0.468, 0.396, 0.375, 0.228]","[0.949]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral']]"
114.645,67.0,11.0,"[75.091, 75.291, 107.677, 114.142, 129.489, 148.675, 152.149]","[0.798, 0.797, 0.691, 0.669, 0.619, 0.556, 0.544]","[1.376, 0.714, 0.464]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
223.147,31.0,54.0,"[184.669, 218.021, 218.398, 224.847, 230.452, 262.493]","[0.438, 0.328, 0.327, 0.306, 0.287, 0.182]","[4.116, 0.557]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
209.559,36.0,43.0,"[147.772, 165.434, 176.962, 204.237, 206.995, 218.77, 242.134, 257.942, 265.782]","[0.559, 0.501, 0.463, 0.373, 0.364, 0.325, 0.249, 0.197, 0.171]","[2.143, 1.137]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
371.254,0,67.0,"[314.202, 319.054, 398.851, 400.344, 423.82]","[0.012, -0.004, -0.266, -0.271, -0.348]","[1.709, 0.073]","[['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
119.535,65.0,12.0,"[75.949, 87.074, 100.368, 109.315, 111.717, 119.426, 124.18, 124.658, 126.015, 127.913, 133.815, 146.388, 167.138]","[0.795, 0.758, 0.715, 0.685, 0.677, 0.652, 0.636, 0.635, 0.63, 0.624, 0.605, 0.563, 0.495]","[1.232, 1.057, 1.042]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
157.234,53.0,32.0,"[133.673, 134.687, 143.422, 148.524, 160.059, 161.951, 163.831, 165.984, 176.55, 183.659]","[0.605, 0.602, 0.573, 0.556, 0.518, 0.512, 0.506, 0.499, 0.464, 0.441]","[1.547, 1.478, 1.367]","[['neutral'], ['contradiction'], ['contradiction'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['entailment']]","[['neutral'], ['entailment'], ['neutral']]"
189.097,42.0,48.0,"[152.424, 162.436, 179.054, 184.512, 188.982, 206.68, 217.024, 221.662]","[0.543, 0.511, 0.456, 0.438, 0.423, 0.365, 0.331, 0.316]","[0.843, 0.498, 0.422]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['contradiction'], ['neutral']]"
182.254,45.0,32.0,"[168.038, 173.274, 177.596, 180.065, 181.153, 186.989, 190.412, 200.502]","[0.492, 0.475, 0.461, 0.453, 0.449, 0.43, 0.419, 0.386]","[2.916, 2.155, 0.194]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
142.893,57.0,24.0,"[99.323, 124.737, 134.213, 152.285, 203.907]","[0.718, 0.634, 0.603, 0.544, 0.374]","[1.974, 1.024, 0.866]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
123.647,64.0,11.0,"[92.521, 95.605, 117.103, 120.452, 125.75, 127.894, 127.955, 147.611, 157.932]","[0.74, 0.73, 0.66, 0.649, 0.631, 0.624, 0.624, 0.559, 0.525]","[3.686, 0.923, 0.881]","[['neutral'], ['neutral'], ['entailment'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['contradiction']]","[['neutral'], ['neutral'], ['contradiction']]"
211.589,35.0,46.0,"[154.528, 182.437, 184.898, 186.286, 191.176, 200.218, 221.456, 284.257, 299.046]","[0.537, 0.445, 0.437, 0.432, 0.416, 0.386, 0.317, 0.11, 0.062]","[1.475]","[['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral']]"
71.741,81.0,0,"[42.286, 44.197, 65.436, 101.454, 105.331]","[0.905, 0.899, 0.829, 0.711, 0.698]","[3.152]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral']]"
149.02,55.0,26.0,"[140.389, 143.215, 145.556, 152.099, 163.842]","[0.583, 0.574, 0.566, 0.545, 0.506]","[2.332, 1.261, 0.468]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
207.68,36.0,51.0,"[145.383, 147.153, 173.487, 178.351, 208.817, 219.794, 380.773]","[0.567, 0.561, 0.474, 0.458, 0.358, 0.322, -0.207]","[1.213, 1.045]","[['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
122.558,64.0,33.0,"[84.262, 95.985, 99.466, 100.712, 105.194, 112.59, 140.643, 143.923, 143.991, 154.64, 166.735]","[0.767, 0.729, 0.718, 0.713, 0.699, 0.674, 0.582, 0.571, 0.571, 0.536, 0.496]","[3.888, 1.665, 1.517]","[['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction']]","[['neutral'], ['neutral'], ['contradiction']]"
94.452,73.0,2.0,"[62.184, 77.728, 80.132, 83.008, 83.905, 88.396, 93.341, 98.735, 102.266, 103.124, 114.294, 119.701, 121.068]","[0.84, 0.789, 0.781, 0.772, 0.769, 0.754, 0.738, 0.72, 0.708, 0.705, 0.669, 0.651, 0.647]","[2.359, 1.531, 1.474]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
126.888,63.0,27.0,"[85.837, 101.497, 104.977, 127.728, 145.335, 195.955]","[0.762, 0.711, 0.699, 0.625, 0.567, 0.4]","[1.651, 1.412]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
276.426,14.0,72.0,"[187.92, 230.844, 231.351, 299.997, 303.965, 404.479]","[0.427, 0.286, 0.284, 0.059, 0.046, -0.285]","[2.391, 0.873]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['contradiction'], ['neutral']]"
192.791,41.0,47.0,"[165.797, 178.535, 234.041]","[0.5, 0.458, 0.275]","[0.969, 0.758, 0.593]","[['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
98.122,72.0,8.0,"[57.403, 75.167, 78.885, 88.716, 92.423, 141.522, 152.736]","[0.856, 0.797, 0.785, 0.753, 0.741, 0.579, 0.542]","[1.279, 1.174, 0.861]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['contradiction']]"
143.111,57.0,23.0,"[102.376, 113.58, 121.93, 138.247, 139.447, 158.985, 177.438, 192.883]","[0.708, 0.671, 0.644, 0.59, 0.586, 0.522, 0.461, 0.411]","[1.598, 1.244, 1.224]","[['neutral'], ['neutral'], ['neutral'], ['entailment'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
122.358,64.0,18.0,"[65.319, 95.499, 107.322, 107.338, 120.54, 131.771, 149.349, 160.245, 163.842]","[0.83, 0.731, 0.692, 0.692, 0.648, 0.611, 0.554, 0.518, 0.506]","[1.016, 1.01, 0.532]","[['entailment'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
154.521,54.0,32.0,"[121.516, 121.85, 136.886, 147.172, 183.549, 216.154]","[0.645, 0.644, 0.595, 0.561, 0.441, 0.334]","[3.036, 1.243]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
130.985,61.0,17.0,"[97.833, 120.599, 130.81, 132.077, 149.556, 155.036]","[0.723, 0.648, 0.615, 0.61, 0.553, 0.535]","[1.176, 0.677, 0.58]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
101.441,71.0,7.0,"[54.501, 69.573, 91.658, 97.541, 98.191, 105.294, 106.749, 141.425, 148.041]","[0.865, 0.816, 0.743, 0.724, 0.722, 0.698, 0.694, 0.58, 0.558]","[3.299, 2.348, 1.113]","[['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
134.75,60.0,28.0,"[84.209, 105.296, 108.399, 113.944, 118.135, 138.322, 178.624, 179.08, 186.742]","[0.768, 0.698, 0.688, 0.67, 0.656, 0.59, 0.457, 0.456, 0.431]","[2.019, 1.108]","[['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral']]","[['contradiction'], ['neutral']]"
274.923,14.0,86.0,"[220.923, 237.124, 244.186, 246.573, 267.529, 279.723, 284.481, 284.632, 335.163, 348.892]","[0.318, 0.265, 0.242, 0.234, 0.165, 0.125, 0.11, 0.109, -0.057, -0.102]","[0.415, 0.211, 0.161]","[['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['contradiction'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
207.623,36.0,42.0,"[153.989, 170.768, 175.537, 175.998, 214.366, 215.436, 230.983, 244.229, 287.305]","[0.538, 0.483, 0.468, 0.466, 0.34, 0.336, 0.285, 0.242, 0.1]","[2.556, 1.719, 0.921]","[['neutral'], ['neutral'], ['entailment'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
192.775,41.0,43.0,"[117.624, 118.465, 129.399, 139.369, 161.072, 187.275, 212.757, 215.445, 229.15, 265.687, 344.282]","[0.658, 0.655, 0.619, 0.586, 0.515, 0.429, 0.345, 0.336, 0.291, 0.171, -0.087]","[0.871, 0.761, 0.499]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
102.671,71.0,5.0,"[75.889, 77.761, 84.577, 85.219, 113.891, 132.642, 148.716]","[0.795, 0.789, 0.766, 0.764, 0.67, 0.608, 0.556]","[0.927, 0.858]","[['neutral'], ['entailment'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
136.036,60.0,19.0,"[77.575, 93.273, 101.926, 121.938, 136.497, 155.394, 200.738, 200.95]","[0.789, 0.738, 0.709, 0.644, 0.596, 0.534, 0.385, 0.384]","[2.397, 0.655, 0.503]","[['entailment'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
131.027,61.0,24.0,"[80.527, 105.754, 109.695, 118.669, 124.53, 126.019, 128.285, 129.494, 131.096, 132.942, 134.417, 145.244, 176.975, 190.735]","[0.78, 0.697, 0.684, 0.654, 0.635, 0.63, 0.623, 0.619, 0.614, 0.608, 0.603, 0.567, 0.463, 0.418]","[0.604]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['contradiction']]","[['contradiction']]"
158.572,52.0,32.0,"[82.112, 124.983, 125.749, 128.582, 135.001, 146.283, 168.893, 175.46, 181.359, 182.615, 184.972, 185.18, 196.143, 202.678]","[0.775, 0.634, 0.631, 0.622, 0.601, 0.564, 0.489, 0.468, 0.448, 0.444, 0.437, 0.436, 0.4, 0.378]","[0.815, 0.709, 0.626]","[['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
234.67,27.0,49.0,"[140.914, 168.779, 186.945, 189.556, 228.848, 232.016, 246.847, 258.237, 261.552, 270.937, 272.308, 274.89, 318.88]","[0.581, 0.49, 0.43, 0.421, 0.292, 0.282, 0.233, 0.196, 0.185, 0.154, 0.15, 0.141, -0.003]","[2.974, 1.288, 0.813]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
148.912,56.0,24.0,"[115.706, 122.451, 132.664, 134.054, 149.506, 157.78, 168.592, 168.882, 190.572]","[0.664, 0.642, 0.608, 0.604, 0.553, 0.526, 0.49, 0.489, 0.418]","[3.196, 1.432]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
163.423,51.0,32.0,"[138.737, 142.644, 155.645, 167.008, 172.308, 178.683, 188.938]","[0.588, 0.576, 0.533, 0.496, 0.478, 0.457, 0.424]","[1.477, 0.97, 0.681]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction']]","[['neutral'], ['contradiction'], ['neutral']]"
174.829,47.0,38.0,"[126.835, 127.617, 137.804, 140.582, 176.39, 185.01, 185.931, 192.806, 228.467, 246.848]","[0.628, 0.625, 0.592, 0.582, 0.465, 0.436, 0.433, 0.411, 0.294, 0.233]","[2.15, 1.739]","[['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
285.615,11.0,76.0,"[223.81, 259.714, 265.109, 290.243, 292.17, 299.597, 310.421, 313.973, 315.494]","[0.309, 0.191, 0.173, 0.091, 0.084, 0.06, 0.024, 0.013, 0.008]","[0.345]","[['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral']]"
295.176,7.0,96.0,"[189.299, 278.159, 418.071]","[0.422, 0.13, -0.329]","[2.744, 0.586]","[['entailment'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
168.791,49.0,44.0,"[129.846, 139.06, 140.941, 141.421, 153.679, 174.605, 177.464, 194.94, 212.758, 223.192]","[0.618, 0.587, 0.581, 0.58, 0.539, 0.471, 0.461, 0.404, 0.345, 0.311]","[2.904, 1.733, 0.95]","[['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
230.244,29.0,62.0,"[186.294, 190.362, 207.493, 215.249, 224.507, 229.527, 233.827, 243.923, 244.304, 249.676, 263.34, 274.429]","[0.432, 0.419, 0.363, 0.337, 0.307, 0.29, 0.276, 0.243, 0.242, 0.224, 0.179, 0.143]","[0.542, 0.515, 0.449]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
273.49,15.0,83.0,"[257.569, 267.404, 273.837, 295.15]","[0.198, 0.166, 0.145, 0.075]","[0.795, 0.0, 0.0]","[['neutral'], ['entailment'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
176.5,46.0,36.0,"[137.738, 152.344, 156.247, 164.594, 167.815, 176.272, 190.453, 220.781, 222.258]","[0.592, 0.544, 0.531, 0.504, 0.493, 0.465, 0.419, 0.319, 0.314]","[0.934, 0.36, 0.338]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['contradiction']]"
124.949,63.0,27.0,"[90.024, 97.222, 98.115, 128.071, 161.247, 175.017]","[0.749, 0.725, 0.722, 0.624, 0.515, 0.469]","[2.321, 0.832]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
113.923,67.0,18.0,"[92.332, 92.749, 99.027, 101.431, 108.612, 109.046, 109.229, 111.567, 116.534, 129.831, 134.73, 137.806, 138.103]","[0.741, 0.74, 0.719, 0.711, 0.687, 0.686, 0.685, 0.678, 0.661, 0.618, 0.602, 0.592, 0.591]","[1.99, 1.794]","[['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
193.534,41.0,45.0,"[128.749, 156.429, 161.473, 176.63, 189.373, 200.067, 212.224, 219.437, 240.986, 249.969]","[0.621, 0.53, 0.514, 0.464, 0.422, 0.387, 0.347, 0.323, 0.252, 0.223]","[1.504, 1.396, 1.297]","[['neutral'], ['neutral'], ['entailment'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
191.25,42.0,32.0,"[133.153, 166.77, 172.902, 177.307, 237.413, 259.957]","[0.607, 0.496, 0.476, 0.462, 0.264, 0.19]","[1.951, 0.511]","[['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
107.081,69.0,7.0,"[73.328, 88.519, 92.041, 92.299, 93.485, 98.201, 112.283, 113.093, 153.713, 153.848]","[0.803, 0.753, 0.742, 0.741, 0.737, 0.722, 0.675, 0.673, 0.539, 0.539]","[1.505, 0.279, 0.264]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['entailment'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral']]","[['contradiction'], ['neutral'], ['neutral']]"
129.698,62.0,25.0,"[113.163, 117.845, 120.276, 122.317, 133.489, 171.095]","[0.673, 0.657, 0.649, 0.642, 0.606, 0.482]","[2.761, 1.528]","[['neutral'], ['neutral'], ['neutral'], ['entailment'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]"
262.662,18.0,78.0,"[237.05, 240.819, 249.552, 288.102, 297.787]","[0.265, 0.253, 0.224, 0.098, 0.066]","[]","[['contradiction'], ['entailment'], ['neutral'], ['contradiction'], ['contradiction']]","[]"
110.869,68.0,13.0,"[90.496, 99.447, 111.657, 141.876]","[0.747, 0.718, 0.677, 0.578]","[1.749]","[['contradiction'], ['neutral'], ['neutral'], ['neutral']]","[['neutral']]"
141.91,58.0,12.0,"[102.35, 112.882, 118.967, 121.393, 123.968, 128.832, 132.811, 144.492, 144.781, 146.067, 146.254, 157.259, 167.606, 189.073, 191.911]","[0.708, 0.673, 0.653, 0.645, 0.637, 0.621, 0.608, 0.57, 0.569, 0.564, 0.564, 0.528, 0.494, 0.423, 0.414]","[2.845, 2.762, 0.721]","[['entailment'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['entailment'], ['neutral'], ['neutral'], ['entailment'], ['neutral'], ['neutral'], ['neutral'], ['entailment']]","[['neutral'], ['neutral'], ['entailment']]"
167.913,49.0,32.0,"[131.768, 147.837, 165.111, 178.615, 189.46, 194.689]","[0.611, 0.559, 0.502, 0.457, 0.422, 0.405]","[1.124]","[['contradiction'], ['neutral'], ['entailment'], ['neutral'], ['neutral'], ['neutral']]","[['neutral']]"
196.448,40.0,87.0,"[169.379, 183.22, 193.945, 207.039, 210.648, 214.455]","[0.488, 0.442, 0.407, 0.364, 0.352, 0.34]","[1.923]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral']]"
210.216,35.0,52.0,"[127.311, 157.05, 182.512, 183.28, 196.108, 228.22, 253.797, 274.235, 289.428]","[0.626, 0.528, 0.445, 0.442, 0.4, 0.294, 0.21, 0.143, 0.093]","[1.387]","[['neutral'], ['neutral'], ['entailment'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral']]"
197.131,40.0,57.0,"[177.304, 189.948, 198.748, 206.689, 212.967]","[0.462, 0.42, 0.391, 0.365, 0.345]","[2.375]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral']]"
146.612,56.0,32.0,"[89.568, 109.622, 135.295, 139.186, 139.465, 142.389, 159.375, 164.496, 189.77, 196.955]","[0.75, 0.684, 0.6, 0.587, 0.586, 0.576, 0.521, 0.504, 0.421, 0.397]","[1.974, 1.596, 0.321]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]"
144.89,57.0,27.0,"[99.067, 108.939, 128.598, 133.071, 157.126, 157.646, 169.504, 174.12, 175.941]","[0.719, 0.686, 0.622, 0.607, 0.528, 0.526, 0.487, 0.472, 0.466]","[0.767]","[['neutral'], ['neutral'], ['entailment'], ['neutral'], ['neutral'], ['entailment'], ['entailment'], ['neutral'], ['entailment']]","[['entailment']]"
