#,question_id,pubmed_id,answer,question,ground_truth,QID,pubmed_id,mean_distance_a,ARS,hallucination_index,vector_distances,vector_scores,bm25_scores,rerank_sentiments,question_id_context,question_context,QRS,vector_distances_context,vector_scores_context,bm25_scores_raw,bm25_scores_context,reranked_score,ranks,correctness_label,comment
129,130,2501.00398v2,"Yes. TSPE is tested on 12 diverse audio‑classification datasets, improving zero‑shot performance across all of them.",Does TSPE apply to multiple audio classification datasets?,Yes.,130,2501.00398v2,215.571,34,52,"[173.696, 177.685, 181.125, 183.621, 201.346, 208.598, 213.953, 220.692, 222.948, 220.692, 173.696, 177.685, 183.621]","[0.474, 0.46, 0.449, 0.441, 0.383, 0.359, 0.341, 0.319, 0.312, 0.319, 0.474, 0.46, 0.441]","[0.232, 0.207, 0.175, 0.15, 0.142, 0.117, 0.087, 0.085, 0.081, 0.085, 0.232, 0.207, 0.15]","['neutral', 'neutral', 'entailment', 'entailment', 'neutral', 'contradiction', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'entailment']",130,Does TSPE apply to multiple audio classification datasets?,63,"[212.965, 215.904, 213.261, 222.438, 213.285, 226.646, 214.731, 214.294, 169.556, 0, 0, 0, 0]","[0.625, 0.619, 0.625, 0.606, 0.625, 0.597, 0.622, 0.622, 0.714, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 8.64, 12.33, 8.25, 8.11, 11.8, 8.89]","[0, 0, 0, 0, 0, 0, 0, 0.432, 0.616, 0.412, 0.406, 0.59, 0.445]","[0.968, 0.963, 0.957, 0.647, 0.271, 0.228, 0.172, 0.997, 0.996, 0.993, 0.99, 0.974, 0.228]","[3, 4, 5, 6, 7, 8, 9, 1, 2, 1, 3, 4, 6]",Correct,
130,131,2403.05821v2,"GGR picks, at each step, the value that yields the highest hit‑count instead of scanning every distinct value.   Thus it only recurses on the chosen value’s subset, shrinking the table each time.   The recursion depth becomes \(O(\min(n,m))\) (rows or columns), far fewer calls than iterating all distinct values.",How does the GGR algorithm reduce the number of recursive calls compared to iterating through all possible distinct values?,The number of recursive calls is significantly reduced because it selects the value with the maximum prefix hit count at each step rather than iterating through all possible distinct values.,131,2403.05821v2,235.836,27,57,"[111.718, 234.082, 234.698, 111.718, 234.082, 293.349]","[0.677, 0.275, 0.273, 0.677, 0.275, 0.08]","[0.675, 0.177, 0.164, 0.675, 0.177, 0.0]","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']",131,How does the GGR algorithm reduce the number of recursive calls compared to iterating through all possible distinct values?,64,"[240.959, 236.861, 140.214, 0, 0, 0]","[0.568, 0.576, 0.774, 0, 0, 0]","[0, 0, 23.22, 9.57, 10.18, 9.84]","[0, 0, 1.161, 0.479, 0.509, 0.492]","[0.211, 0.187, 0.994, 0.695, 0.644, 0.181]","[2, 3, 1, 2, 3, 4]",Correct,
131,132,2412.15239v2,"Yes. The models include features extracted from the actual story text (e.g., emotion, psychological themes, semantic paths) together with expectation‑, uncertainty‑, and surprise‑based features from imagined continuations to predict engagement.",Is actual story text used alongside other features to predict user engagement metrics?,Yes.,132,2412.15239v2,175.749,47,42,"[126.018, 141.485, 143.642, 145.399, 145.469, 147.693, 152.539, 145.399, 145.469, 141.485, 237.061, 255.497, 267.124]","[0.63, 0.579, 0.572, 0.567, 0.566, 0.559, 0.543, 0.567, 0.566, 0.579, 0.265, 0.205, 0.167]","[0.323, 0.262, 0.204, 0.203, 0.163, 0.138, 0.103, 0.203, 0.163, 0.262, 0.074, 0.068, 0.064]","['entailment', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']",132,Is actual story text used alongside other features to predict user engagement metrics?,63,"[223.855, 230.276, 118.359, 226.522, 227.184, 223.176, 236.905, 0, 0, 0, 0, 0, 0]","[0.603, 0.59, 0.819, 0.597, 0.596, 0.604, 0.576, 0, 0, 0, 0, 0, 0]","[0, 0, 20.69, 9.67, 11.63, 11.9, 12.81, 10.46, 10.94, 11.68, 10.21, 12.28, 10.6]","[0, 0, 1.035, 0.483, 0.581, 0.595, 0.64, 0.523, 0.547, 0.584, 0.51, 0.614, 0.53]","[0.91, 0.306, 0.997, 0.977, 0.307, 0.15, 0.148, 0.988, 0.981, 0.976, 0.887, 0.537, 0.381]","[3, 5, 1, 2, 4, 6, 7, 2, 4, 5, 8, 10, 11]",Correct,
132,133,2407.03285v2,"Yes. Kim et al. (2023) show banks often shift securities into HtM to boost capital ratios, net income and equity value, while Granja (2023) documents a surge in HtM use, especially by less‑capitalised banks, indicating opportunistic behaviour.",Is there empirical evidence suggesting that banks use the HtM category opportunistically?,"Yes, Kim et al. (2023) provide comprehensive empirical evidence that banks' use of the HtM category often appears guided by opportunistic attempts to optimize around capital requirements and accounting measures.",133,2407.03285v2,186.17,43,49,"[141.457, 185.853, 185.853, 219.306]","[0.58, 0.434, 0.434, 0.324]","[0.259, 0.123, 0.123, 0.077]","['neutral', 'neutral', 'neutral', 'neutral']",133,Is there empirical evidence suggesting that banks use the HtM category opportunistically?,58,"[203.695, 267.806, 0, 0]","[0.644, 0.513, 0, 0]","[16.4, 8.26, 8.07, 9.1]","[0.82, 0.413, 0.403, 0.455]","[0.998, 0.989, 0.994, 0.139]","[1, 2, 2, 4]",Correct,
133,134,2404.18137v2,"Cobb‑Douglas technology has unit‑elastic substitution, making monetary input‑output coefficients constant. This yields linear Domar aggregation, so aggregate output fluctuations scale with the number of sectors and the “granular” Leontief inverse property. Thus, sectoral shocks aggregate predictably, and the model isolates how many sectors and their productivity shocks drive macro volatility.",Why is Cobb-Douglas technology significant in studying aggregate output fluctuations?,"Cobb-Douglas technology is significant because it allows for linear aggregation of sectoral productivity growths due to its constant monetary input-output coefficients. This property simplifies the analysis by ensuring that fluctuations in aggregate output are proportionally related to sectoral shocks, making it easier to study their impact on the economy.",134,2404.18137v2,206.242,37,55,"[114.554, 114.554, 156.611, 163.352, 177.591, 225.734, 246.138, 253.354, 290.235, 309.835]","[0.668, 0.668, 0.53, 0.508, 0.461, 0.303, 0.236, 0.212, 0.091, 0.026]","[0.64, 0.64, 0.33, 0.329, 0.307, 0.179, 0.158, 0.097, 0.049, 0.039]","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']",134,Why is Cobb-Douglas technology significant in studying aggregate output fluctuations?,57,"[240.594, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.569, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 16.51, 7.8, 9.07, 10.02, 13.23, 8.16, 7.51, 8.71, 9.41]","[0, 0.826, 0.39, 0.453, 0.501, 0.662, 0.408, 0.375, 0.435, 0.471]","[0.888, 0.995, 0.994, 0.993, 0.983, 0.964, 0.916, 0.793, 0.415, 0.244]","[1, 1, 2, 3, 4, 5, 6, 7, 8, 9]",Correct,
134,135,2412.05495v6,"The physical vacuum is a Bogoliubov‑transformed Fock vacuum:  \[ |\widetilde{0}\rangle =\exp\!\Bigl[\sum_{p,s}\theta_{p}\bigl(b_{s}^{\dagger}(-p)a_{s}^{\dagger}(p)-a_{s}(p)b_{s}(-p)\bigr)\Bigr]\, |0\rangle\,, \]  or equivalently  \[ |\widetilde{0}\rangle =\prod_{p,s}\Bigl[\sum_{n=0}^{\infty}\frac{\theta_{p}^{\,n}}{n!} \bigl(b_{s}^{\dagger}(-p)a_{s}^{\dagger}(p)-a_{s}(p)b_{s}(-p)\bigr)^{n}\Bigr]|0\rangle\,. \]",What is the explicit form of the physical vacuum $|\widetilde{0}\rangle$?,"The explicit form of $|\widetilde{0}\rangle$ is $\prod_{p, s}\left[\cos \theta_{\boldsymbol{p}}+\sin \theta_{\boldsymbol{p}} e^{i \alpha(x)} b^{s \dagger}(-\boldsymbol{p}) a^{s \dagger}(\boldsymbol{p})\right]|0\rangle$.",135,2412.05495v6,225.984,30,61,"[184.482, 187.504, 215.097, 222.51, 184.482, 222.51, 266.988]","[0.438, 0.428, 0.338, 0.313, 0.438, 0.313, 0.167]","[0.042, 0.038, 0.007, 0.007, 0.042, 0.007, 0.004]","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']",135,What is the explicit form of the physical vacuum $|\widetilde{0}\rangle$?,57,"[258.914, 241.656, 232.28, 225.624, 0, 0, 0]","[0.531, 0.567, 0.586, 0.599, 0, 0, 0]","[5.38, 6.61, 8.19, 7.69, 8.34, 6.42, 6.0]","[0.269, 0.331, 0.41, 0.385, 0.417, 0.321, 0.3]","[0.991, 0.987, 0.931, 0.584, 0.996, 0.977, 0.185]","[1, 2, 3, 4, 1, 4, 7]",Incorrect,"The provided answer gives an exponential (or power‑series) form involving only the combination \(b^\dagger a^\dagger - a b\) and a parameter \(\theta_p\), but it omits the essential cosine and sine coefficients (and the phase factor \(e^{i\alpha(x)}\)) that appear in the ground‑truth expression"
135,136,2411.17395v2,"The iteration   \[ \theta_{k+1}^*=\theta_k^*-\alpha\,\nabla f(\theta_k^*) \]   converges geometrically fast to the unique fixed point \(\theta_\infty^*\) **iff** the step‑size \(\alpha\) is chosen so that the mapping is a contraction.   In practice this means:    * \(f\) has a Lipschitz‑continuous gradient (i.e. \(\|\nabla f(x)-\nabla f(y)\|\le L\|x-y\|\)).   * The learning rate satisfies     \[   0<\alpha<\frac{2}{L}\quad(\text{equivalently }\rho(I-\alpha\nabla^2 f(\theta))<1).   \]  Under these conditions the error \(\|\theta_k^*-\theta_\infty^*\|\) decays geometrically.",What is the condition for the sequence $\theta_{k}^{*}$ to converge geometrically fast to $\theta_{\infty}^{*}$?,The sequence $\theta_{k}^{*}$ can be shown to converge geometrically fast to $\theta_{\infty}^{*}$ under appropriate conditions on the learning rate $\alpha$ and smoothness of $f$.,136,2411.17395v2,234.139,27,68,"[162.595, 192.837, 202.246, 205.838, 208.131, 215.394, 216.156, 216.462, 219.475, 220.031, 237.159, 238.758, 162.595, 192.837, 238.758, 205.838, 208.131, 215.394, 216.156, 216.462, 219.475]","[0.51, 0.411, 0.38, 0.368, 0.36, 0.337, 0.334, 0.333, 0.323, 0.321, 0.265, 0.26, 0.51, 0.411, 0.26, 0.368, 0.36, 0.337, 0.334, 0.333, 0.323]","[0.283, 0.243, 0.224, 0.197, 0.191, 0.18, 0.128, 0.126, 0.097, 0.097, 0.091, 0.089, 0.283, 0.243, 0.089, 0.197, 0.191, 0.18, 0.128, 0.126, 0.097]","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']",136,What is the condition for the sequence $\theta_{k}^{*}$ to converge geometrically fast to $\theta_{\infty}^{*}$?,51,"[264.348, 263.402, 269.637, 274.363, 271.364, 274.244, 267.682, 269.459, 260.65, 270.145, 248.255, 269.762, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.52, 0.522, 0.509, 0.5, 0.506, 0.5, 0.513, 0.51, 0.528, 0.508, 0.553, 0.509, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.86, 4.36, 4.69, 4.68, 7.06, 4.96, 4.6, 4.39, 4.52, 4.33]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.243, 0.218, 0.235, 0.234, 0.353, 0.248, 0.23, 0.22, 0.226, 0.217]","[0.994, 0.986, 0.986, 0.954, 0.953, 0.938, 0.788, 0.43, 0.427, 0.183, 0.11, 0.97, 0.995, 0.989, 0.98, 0.975, 0.963, 0.924, 0.855, 0.609, 0.267]","[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 4, 1, 2, 4, 5, 6, 7, 8, 9, 10]",Correct,
136,137,2412.15448v2,1440 minutes.,How many minutes are considered in a day when transforming daily yield to per-minute rate?,There are considered to be 1440 minutes in a day when transforming daily yield to per-minute rate.,137,2412.15448v2,487.603,0,88,"[405.679, 433.893, 451.458, 457.551, 457.551, 433.893, 484.163, 515.186, 523.838, 537.658, 552.634, 559.157, 0]","[-0.289, -0.381, -0.439, -0.459, -0.459, -0.381, -0.547, -0.648, -0.677, -0.722, -0.772, -0.793, 0]","[0.045, 0.035, 0.004, 0.003, 0.003, 0.035, 0.003, 0.003, 0.002, 0.002, 0.002, 0.002, 0.0]","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']",137,How many minutes are considered in a day when transforming daily yield to per-minute rate?,54,"[294.933, 298.146, 207.443, 224.393, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.458, 0.451, 0.636, 0.602, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 22.58, 14.93, 8.92, 8.71, 9.08, 9.12, 10.15, 12.92, 7.44, 9.04, 7.7]","[0, 0, 1.129, 0.747, 0.446, 0.435, 0.454, 0.456, 0.508, 0.646, 0.372, 0.452, 0.385]","[0.971, 0.522, 0.998, 0.996, 0.997, 0.993, 0.992, 0.991, 0.987, 0.973, 0.908, 0.384, 0.233]","[3, 4, 1, 2, 2, 4, 5, 6, 7, 8, 9, 10, 11]",Correct,
137,138,2411.03299v2,"Differential privacy for continual observation adds noise calibrated to the sensitivity of each update or query.   Each release satisfies \((\varepsilon_i,\delta_i)\)-DP, and the overall privacy loss is bounded by a composition theorem (advanced or concurrent composition).   Thus, even when the dataset changes over time and an adversary issues adaptive queries, the cumulative privacy budget remains controlled, guaranteeing that every intermediate output remains \((\varepsilon,\delta)\)-DP with respect to the initial data.",How does differential privacy handle continual data updates over time?,"Differential privacy can be applied to systems that operate continuously, making statistical releases as queries are received or as datasets are updated. This approach, known as differential privacy under continual observation, addresses the challenges posed by adaptive adversaries who may issue queries based on previous responses.",138,2411.03299v2,131.254,61,26,"[98.301, 100.383, 124.933, 129.082, 138.878, 100.383]","[0.721, 0.714, 0.634, 0.62, 0.588, 0.714]","[0.293, 0.271, 0.256, 0.128, 0.104, 0.271]","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']",138,How does differential privacy handle continual data updates over time?,68,"[222.519, 179.895, 221.097, 153.415, 149.376, 0]","[0.606, 0.693, 0.609, 0.747, 0.755, 0]","[0, 0, 8.88, 11.05, 12.04, 8.65]","[0, 0, 0.444, 0.553, 0.602, 0.433]","[0.987, 0.918, 0.95, 0.904, 0.299, 0.913]","[1, 3, 2, 4, 5, 3]",Correct,
138,139,2403.06613v3,"Maxitivity under pointwise order only compares values at each state, ignoring how risks trade‑off across states.   General preorders (stochastic, convex, increasing‑convex/concave, dispersive, etc.) encode economically meaningful risk comparisons—e.g., one gamble dominates another in distribution, not just pointwise.   Studying maxitivity with respect to these orders extends worst‑case/ best‑case evaluation to settings where losses in some states cannot be compensated by gains elsewhere, yields richer representation theorems, and captures risk attitudes that pointwise order cannot.",Why is there a need to study maxitivity with respect to general orders beyond pointwise order?,Studying maxitivity with respect to general orders allows for extending its beneficial properties to a wider class of functions beyond those defined by pointwise order. This broader perspective enables new applications and insights into how different types of order relations can influence decision-making processes under uncertainty.,139,2403.06613v3,174.457,47,40,"[91.359, 136.942, 154.281, 155.248, 188.16, 196.612, 91.359, 136.942, 154.281]","[0.744, 0.594, 0.537, 0.534, 0.426, 0.398, 0.744, 0.594, 0.537]","[0.725, 0.372, 0.306, 0.273, 0.258, 0.246, 0.725, 0.372, 0.306]","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']",139,Why is there a need to study maxitivity with respect to general orders beyond pointwise order?,65,"[237.529, 227.09, 209.501, 124.192, 219.999, 184.447, 0, 0, 0]","[0.575, 0.596, 0.632, 0.807, 0.611, 0.683, 0, 0, 0]","[0, 0, 0, 13.62, 11.59, 13.81, 9.27, 8.84, 8.85]","[0, 0, 0, 0.681, 0.579, 0.69, 0.463, 0.442, 0.442]","[0.931, 0.196, 0.159, 0.969, 0.756, 0.553, 0.975, 0.231, 0.112]","[2, 5, 6, 1, 3, 4, 2, 5, 6]",Correct,
139,140,2406.10343v4,"The symplectic current is a conserved vacuum current. It is used to build the flux integrals on the system’s boundaries. Because it is divergence‑free, the local balance law on a world‑tube can be integrated to a global balance law involving only boundary fluxes. Thus the symplectic current supplies the conserved quantity that links local dynamics to global flux‑balance laws.",What role does the symplectic current play in defining global flux-balance laws?,The symplectic current is conserved when vacuum equations are satisfied and allows local particle-based laws to be promoted to truly global flux-balance laws involving quantities at spacetime boundaries.,140,2406.10343v4,180.223,45,45,"[95.165, 152.907, 181.962, 201.16, 209.531, 201.16, 95.165]","[0.732, 0.542, 0.446, 0.383, 0.356, 0.383, 0.732]","[0.31, 0.251, 0.251, 0.208, 0.168, 0.208, 0.31]","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']",140,What role does the symplectic current play in defining global flux-balance laws?,61,"[216.554, 241.288, 245.904, 196.039, 205.903, 0, 0]","[0.618, 0.567, 0.558, 0.66, 0.64, 0, 0]","[0, 0, 0, 16.88, 10.11, 12.87, 11.19]","[0, 0, 0, 0.844, 0.506, 0.644, 0.56]","[0.941, 0.574, 0.509, 0.992, 0.975, 0.994, 0.55]","[3, 4, 5, 1, 2, 1, 3]",Correct,
140,141,2408.16004v3,No. Standard Granger causality tests only lagged effects; it cannot detect instantaneous (contemporaneous) causality.,Can Granger causality detect instantaneous causality?,"No, Granger causality cannot detect instantaneous (contemporaneous) causality.",141,2408.16004v3,231.258,28,62,"[203.288, 211.147, 203.288]","[0.376, 0.351, 0.376]","[0.054, 0.051, 0.054]","['neutral', 'neutral', 'neutral']",141,Can Granger causality detect instantaneous causality?,57,"[224.756, 256.753, 0]","[0.601, 0.536, 0]","[0, 14.01, 10.47]","[0, 0.701, 0.523]","[0.362, 0.997, 0.977]","[2, 1, 2]",Correct,
141,142,2404.19707v4,"It discourages parameter values that approach or exceed the stability boundary, penalizing unstable or uninteresting estimates and steering the fit back into the stable region.",What is the purpose of the penalization term in the penalized sum of squares function?,"The penalization term increases as parameter values approach the boundary of, or move further into, an uninteresting region of the parameter space to avoid estimates that do not satisfy stability conditions.",142,2404.19707v4,220.855,32,59,"[165.613, 171.767, 181.284, 181.359, 198.093, 210.285, 217.761, 227.851, 232.449, 198.093, 171.767, 227.851]","[0.5, 0.48, 0.449, 0.448, 0.393, 0.353, 0.329, 0.296, 0.281, 0.393, 0.48, 0.296]","[0.168, 0.114, 0.105, 0.092, 0.092, 0.062, 0.062, 0.059, 0.037, 0.092, 0.114, 0.059]","['contradiction', 'contradiction', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'contradiction', 'neutral']",142,What is the purpose of the penalization term in the penalized sum of squares function?,57,"[261.033, 246.681, 275.252, 138.632, 249.059, 243.247, 249.518, 238.289, 241.769, 0, 0, 0]","[0.527, 0.556, 0.498, 0.777, 0.551, 0.563, 0.55, 0.573, 0.566, 0, 0, 0]","[0, 0, 12.24, 13.11, 11.13, 11.13, 15.45, 13.34, 14.84, 13.25, 10.95, 9.53]","[0, 0, 0.612, 0.655, 0.556, 0.556, 0.772, 0.667, 0.742, 0.662, 0.548, 0.477]","[0.193, 0.125, 0.993, 0.988, 0.988, 0.983, 0.983, 0.124, 0.117, 0.984, 0.92, 0.841]","[6, 7, 1, 2, 3, 4, 5, 8, 9, 3, 7, 8]",Correct,
142,143,2408.17188v2,"Intra‑sample heterogeneity matters because each patient’s tumor contains multiple cell subtypes with distinct survival dynamics. Ignoring this leads to biased risk estimates, loss of predictive power, and missed biological insights. Modeling intra‑sample variation—via GPTCM—captures cell‑type‑specific effects, integrates multiscale data (cell proportions, genomic markers), and yields more accurate, personalized survival predictions.",Why is it important to address intrasample heterogeneity in survival modeling?,"Addressing intrasample heterogeneity is crucial because it ensures that variations within a sample are accurately captured, leading to more precise estimates and predictions. Ignoring such heterogeneity could result in biased conclusions about treatment effects or risk factors.",143,2408.17188v2,217.724,33,55,"[120.542, 140.392, 166.383, 177.24, 187.311, 208.92, 166.383, 177.24, 187.311, 311.145, 326.848]","[0.648, 0.583, 0.498, 0.462, 0.429, 0.358, 0.498, 0.462, 0.429, 0.022, -0.03]","[0.534, 0.424, 0.396, 0.335, 0.216, 0.212, 0.396, 0.335, 0.216, 0.086, 0.01]","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']",143,Why is it important to address intrasample heterogeneity in survival modeling?,61,"[239.433, 237.314, 162.088, 188.804, 251.145, 250.871, 0, 0, 0, 0, 0]","[0.571, 0.575, 0.729, 0.675, 0.547, 0.548, 0, 0, 0, 0, 0]","[0, 9.69, 4.76, 6.99, 4.65, 4.7, 4.8, 4.69, 4.85, 5.14, 5.24]","[0, 0.485, 0.238, 0.349, 0.233, 0.235, 0.24, 0.235, 0.242, 0.257, 0.262]","[0.841, 0.997, 0.995, 0.818, 0.251, 0.239, 0.994, 0.993, 0.872, 0.44, 0.231]","[3, 1, 2, 4, 5, 6, 2, 4, 5, 8, 10]",Correct,
143,144,2409.02293v3,"Yes. Some Fe cluster sizes (e.g., Fe 99) have bcc cores that are the lowest‑energy structures, though isomerization barriers to other 2‑shell forms are high.",Are bcc-structured clusters energetically favorable for some cluster sizes?,"Yes, bcc-structured clusters are energetically favorable for some cluster sizes.",144,2409.02293v3,167.962,49,37,"[130.827, 133.501, 148.206, 165.327, 180.157, 180.157]","[0.614, 0.606, 0.557, 0.501, 0.452, 0.452]","[0.171, 0.134, 0.075, 0.049, 0.049, 0.049]","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']",144,Are bcc-structured clusters energetically favorable for some cluster sizes?,66,"[218.041, 207.7, 177.278, 193.572, 191.599, 0]","[0.615, 0.636, 0.698, 0.665, 0.669, 0]","[0, 0, 19.27, 10.02, 15.38, 10.45]","[0, 0, 0.963, 0.501, 0.769, 0.523]","[0.99, 0.116, 0.998, 0.997, 0.958, 0.518]","[3, 5, 1, 2, 4, 4]",Correct,
144,145,2412.07587v6,"An imbalance is spotted when the volume of news about a stock (or sector) deviates from its proportional weight in the market. If coverage is higher than its sector weight, it’s over‑represented; if lower, under‑represented. This mismatch signals hype.",How is an imbalance in representation identified as part of a hype scenario?,An imbalance is identified by evidence of over or under-representation in news coverage compared to the stock's weight in its sector.,145,2412.07587v6,226.931,30,57,"[163.476, 168.787, 173.386, 190.891, 200.207, 190.891, 168.787, 349.472]","[0.507, 0.49, 0.475, 0.417, 0.386, 0.417, 0.49, -0.104]","[0.51, 0.343, 0.141, 0.074, 0.068, 0.074, 0.343, 0.013]","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']",145,How is an imbalance in representation identified as part of a hype scenario?,61,"[248.788, 237.094, 183.265, 215.323, 211.569, 0, 0, 0]","[0.552, 0.576, 0.686, 0.62, 0.628, 0, 0, 0]","[0, 0, 11.63, 8.73, 6.47, 5.35, 4.76, 5.53]","[0, 0, 0.582, 0.437, 0.324, 0.267, 0.238, 0.276]","[0.325, 0.147, 0.997, 0.994, 0.985, 0.997, 0.982, 0.969]","[4, 5, 1, 2, 3, 2, 5, 6]",Correct,
145,146,2411.02770v3,"Yes. A symmetric α‑stable vector \(S_{\alpha}\) can be written as a Gaussian mixture:   \[ S_{\alpha}= \sqrt{2}\,A_{\alpha}\,N, \]   where \(N\sim\mathcal N(0,I_d)\) and \(A_{\alpha}\) is a positive random scalar (defined in (15)). Thus \(S_{\alpha}\) is a scale mixture of Gaussians.",Can symmetric stable random vectors be decomposed into Gaussian mixtures?,"Yes, symmetric stable random vectors can be decomposed into Gaussian mixtures.",146,2411.02770v3,217.427,33,57,"[161.9, 168.035, 197.082, 198.0, 212.067, 216.49, 217.862, 198.0, 168.035, 217.862, 277.527]","[0.512, 0.492, 0.397, 0.394, 0.348, 0.333, 0.328, 0.394, 0.492, 0.328, 0.132]","[0.186, 0.171, 0.138, 0.125, 0.088, 0.084, 0.057, 0.125, 0.171, 0.057, 0.03]","['entailment', 'neutral', 'neutral', 'entailment', 'neutral', 'neutral', 'neutral', 'entailment', 'neutral', 'neutral', 'neutral']",146,Can symmetric stable random vectors be decomposed into Gaussian mixtures?,58,"[229.72, 246.45, 213.171, 253.128, 238.179, 252.33, 210.162, 0, 0, 0, 0]","[0.591, 0.557, 0.625, 0.543, 0.574, 0.545, 0.631, 0, 0, 0, 0]","[0, 0, 13.06, 11.84, 10.87, 8.38, 11.76, 7.68, 7.76, 7.38, 8.61]","[0, 0, 0.653, 0.592, 0.544, 0.419, 0.588, 0.384, 0.388, 0.369, 0.431]","[0.98, 0.172, 0.997, 0.99, 0.979, 0.963, 0.141, 0.994, 0.932, 0.507, 0.131]","[3, 6, 1, 2, 4, 5, 7, 2, 6, 7, 9]",Correct,
146,147,2409.18681v6,"Two systems \(x_{n+1}=f(x_n)\) and \(y_{n+1}=g(y_n)\) are topologically conjugate if there exists a homeomorphism \(h:X\to Y\) such that    \[ y=h(x),\qquad h\circ f(x)=g\circ h(x)\quad\forall x\in X. \]",What is the condition for two systems to be topologically conjugate?,Two systems are topologically conjugate if there exists a homeomorphism \( h: X \rightarrow Y \) such that \( y = h(x) \) and \( h \circ f(x) = g \circ h(x) \).,147,2409.18681v6,181.392,45,44,"[135.631, 167.984, 168.652, 179.403, 179.844, 182.645, 196.603, 196.692, 199.44, 135.631, 0]","[0.599, 0.492, 0.49, 0.455, 0.453, 0.444, 0.398, 0.398, 0.389, 0.599, 0]","[0.058, 0.046, 0.036, 0.036, 0.023, 0.02, 0.02, 0.016, 0.003, 0.058, 0.003]","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']",147,What is the condition for two systems to be topologically conjugate?,62,"[225.198, 248.952, 212.915, 173.21, 179.77, 217.867, 254.377, 220.402, 201.452, 0, 0]","[0.6, 0.552, 0.625, 0.706, 0.693, 0.615, 0.541, 0.61, 0.649, 0, 0]","[0, 6.37, 6.94, 8.59, 9.63, 5.89, 6.81, 6.43, 7.7, 7.67, 5.66]","[0, 0.319, 0.347, 0.43, 0.482, 0.295, 0.34, 0.322, 0.385, 0.384, 0.283]","[0.18, 0.997, 0.996, 0.995, 0.993, 0.99, 0.987, 0.734, 0.415, 0.196, 0.187]","[9, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]",Correct,
147,148,2410.12036v2,"Training energy‑based models is hard because their normalising constant is intractable, so maximum‑likelihood optimisation is impossible. This forces reliance on approximate methods (contrastive divergence, score‑based, energy‑discrepancy), which are difficult to converge and often unstable.",What is the main challenge in training energy-based models?,"The main challenge in training energy-based models is that the normalising constant is intractable, preventing optimisation using maximum likelihood estimation.",148,2410.12036v2,244.948,24,67,"[172.713, 186.392, 201.471, 230.472, 245.561, 245.561, 186.392]","[0.477, 0.432, 0.382, 0.287, 0.237, 0.237, 0.432]","[0.56, 0.101, 0.093, 0.066, 0.02, 0.02, 0.101]","['neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral', 'neutral']",148,What is the main challenge in training energy-based models?,55,"[262.03, 218.927, 253.692, 272.603, 234.697, 0, 0]","[0.525, 0.613, 0.542, 0.503, 0.581, 0, 0]","[0, 0, 0, 7.95, 6.89, 5.57, 5.06]","[0, 0, 0, 0.397, 0.345, 0.279, 0.253]","[0.957, 0.294, 0.126, 0.994, 0.989, 0.982, 0.436]","[3, 4, 5, 1, 2, 2, 4]",Correct,
